,roate,60.13209181463837
carte bolds,unhip,1.6375054135989606
bolds unhip,trace,1.6305760069294066
trace,noils,4.5608488523170205
bolds trace,unhip,1.6305760069294066
trace unhip,bolds,1.6305760069294066
golds unhip,trace,1.634906886097878
golds trace,unhip,1.634906886097878
trace noils,dumpy,1.6409701169337376
trace dumpy,sling,1.6141186660892162
trace sling,dumpy,1.6141186660892162
unhip taler,scody,1.7648332611520139
scody,raile,6.157210913815504
taler scody,guimp,1.754439151147683
scody guimp,taler,1.754439151147683
guimp taler,chons,1.6920744911216976
guimp chons,taler,1.6920744911216976
unhip scody,taler,1.7648332611520139
scody raile,thump,1.7492420961455175
scody thump,raile,1.7492420961455175
mingy reast,could,1.6401039411000433
could,reast,5.371589432654829
mingy could,reast,1.6401039411000433
could reast,mingy,1.6401039411000433
sumph ariel,cyton,1.8401905586834126
cyton,raise,5.681680381117367
ariel cyton,dumps,1.7804244261585103
ariel dumps,notch,1.7007362494586402
ariel notch,dumps,1.7007362494586402
cyton dumps,raile,1.653962754439151
cyton raile,dumps,1.653962754439151
sumph cyton,arled,1.6920744911216976
cyton arled,sumph,1.6920744911216976
arled sumph,tonic,1.6262451277609355
arled tonic,sumph,1.6262451277609355
sumph tonic,arled,1.6262451277609355
cyton raise,gulph,1.696405370290169
cyton gulph,sared,1.6730186227804245
cyton sared,blimp,1.563014291901256
blimp,roate,7.2070160242529235
cyton blimp,sared,1.563014291901256
blimp sared,count,1.4954525768731053
count,raile,5.150714595062798
blimp count,sared,1.4954525768731053
count sared,blimp,1.4954525768731053
gulph sared,tonic,1.6149848419229103
gulph tonic,sabre,1.6115201385881335
gulph sabre,tonic,1.6115201385881335
sabre tonic,duply,1.6011260285838025
sabre duply,tonic,1.6011260285838025
duply tonic,sabre,1.6011260285838025
sared tonic,glyph,1.5673451710697273
glyph,roate,8.485491554785622
sared glyph,tonic,1.5673451710697273
glyph tonic,sared,1.5673451710697273
raise gulph,cyton,1.696405370290169
count raile,gymps,1.6764833261152015
gymps,roate,9.767431788653097
count gymps,raile,1.6764833261152015
gymps raile,docht,1.64963187527068
gymps docht,raile,1.64963187527068
blimp roate,dunsh,1.6037245560848852
blimp dunsh,caret,1.5387613685578172
blimp caret,sownd,1.4694673018622781
blimp sownd,caret,1.4694673018622781
caret sownd,blimp,1.4694673018622781
dunsh caret,blimp,1.5387613685578172
tumpy ariel,bonds,1.790818536162841
ariel bonds,mutch,1.7163274144651364
bonds mutch,raile,1.6011260285838025
bonds raile,mutch,1.6011260285838025
tumpy bonds,carle,1.667821567778259
glyph roate,binds,1.667821567778259
glyph binds,caret,1.6565612819402338
binds caret,pulmo,1.6011260285838025
pulmo,trace,7.4391511476829795
binds pulmo,caret,1.6011260285838025
caret pulmo,binds,1.6011260285838025
glyph caret,dinos,1.577739281074058
glyph dinos,trace,1.574274577739281
dinos trace,plumb,1.5725422260718926
trace plumb,dinos,1.5725422260718926
glyph trace,dinos,1.574274577739281
pulmo trace,binds,1.6089216110870506
trace binds,pulmo,1.6089216110870506
comby raise,gulph,2.0298830662624514
comby gulph,reast,1.912949328713729
comby reast,pling,1.5872672152446947
pling,roate,6.072325682113469
comby pling,reast,1.5872672152446947
pling reast,comby,1.5872672152446947
gulph reast,ycond,1.6825465569510611
gulph ycond,reast,1.6825465569510611
reast ycond,blimp,1.5751407535729753
reast blimp,gonch,1.556084885231702
blimp gonch,reast,1.556084885231702
gonch reast,blimp,1.556084885231702
ycond blimp,reast,1.5751407535729753
pling roate,chubs,1.686011260285838
chubs,raile,8.285404937202252
pling chubs,derat,1.6470333477695973
chubs derat,pling,1.6470333477695973
derat pling,combs,1.5491554785621482
derat combs,pling,1.5491554785621482
combs pling,tared,1.5326981377219575
combs tared,pling,1.5326981377219575
pling tared,combs,1.5326981377219575
roate chubs,pling,1.686011260285838
chubs raile,poynt,1.664356864443482
poynt,raile,5.5777392810740585
chubs poynt,alder,1.664356864443482
alder,coits,5.2330012992637505
chubs alder,point,1.6375054135989606
alder point,chugs,1.635773061931572
chugs,ariel,8.086184495452576
alder chugs,point,1.635773061931572
chugs point,belar,1.6089216110870506
chugs belar,point,1.6089216110870506
belar point,chugs,1.6089216110870506
chubs point,arled,1.6175833694239932
chubs arled,point,1.6175833694239932
arled point,chums,1.6115201385881335
chums,ariel,8.026418362927675
arled chums,point,1.6115201385881335
chums point,arled,1.6115201385881335
poynt alder,chibs,1.6002598527501082
alder chibs,poynt,1.6002598527501082
chibs poynt,arled,1.5872672152446947
chibs arled,poynt,1.5872672152446947
arled poynt,chibs,1.5872672152446947
raile poynt,chubs,1.664356864443482
alder coits,nymph,1.6816803811173668
alder nymph,coits,1.6816803811173668
chums ariel,poynt,1.844521437851884
ariel poynt,dumbs,1.7535729753139888
ariel dumbs,notch,1.7301862278042444
dumbs notch,raile,1.5976613252490255
dumbs raile,notch,1.5976613252490255
poynt dumbs,carle,1.6080554352533565
poynt carle,budis,1.5760069294066696
budis,taler,7.6314421827631005
carle budis,poynt,1.5760069294066696
budis poynt,carle,1.5760069294066696
chums poynt,arled,1.692940666955392
budis taler,poncy,1.7119965352966653
budis poncy,taler,1.7119965352966653
poncy taler,dumbs,1.692940666955392
poncy dumbs,taler,1.692940666955392
dumbs taler,pinch,1.6686877436119532
dumbs pinch,taler,1.6686877436119532
pinch taler,doums,1.638371589432655
doums,taler,6.808575140753573
pinch doums,taler,1.638371589432655
doums taler,pinch,1.638371589432655
chugs ariel,poynt,1.787353832828064
chugs poynt,alder,1.6669553919445648
duchy raise,plong,1.8245993936769165
plong,reast,6.163274144651364
duchy plong,reast,1.6669553919445648
duchy reast,plong,1.6669553919445648
plong reast,chimb,1.570809874404504
plong chimb,reast,1.570809874404504
chimb reast,plong,1.570809874404504
raise plong,dutch,1.5500216543958423
dutch,raile,6.769597228237332
plong dutch,raise,1.5500216543958423
dutch raise,plong,1.5500216543958423
dutch raile,pongs,1.5404937202252058
dutch pongs,raile,1.5404937202252058
pongs raile,dutch,1.5404937202252058
dungy slate,crimp,1.6219142485924642
crimp,salet,6.00303161541793
dungy crimp,salet,1.6045907319185795
crimp salet,bound,1.5171069727154611
crimp bound,salet,1.5171069727154611
bound salet,crimp,1.5171069727154611
dungy salet,crimp,1.6045907319185795
slate crimp,bound,1.5335643135556518
slate bound,crimp,1.5335643135556518
chimb roate,slung,1.696405370290169
chimb slung,tared,1.599393676916414
chimb tared,sonly,1.588133391078389
sonly,trace,4.928107405803378
chimb sonly,trade,1.563014291901256
chimb trade,sonly,1.563014291901256
sonly trade,chimp,1.5517540060632309
sonly chimp,trade,1.5517540060632309
chimp trade,sonly,1.5517540060632309
tared sonly,chimb,1.588133391078389
sonly trace,guimp,1.6799480294499785
sonly guimp,carte,1.6790818536162841
guimp carte,holds,1.6626245127760935
holds,irate,5.862711130359463
carte holds,guimp,1.6626245127760935
guimp holds,caret,1.6513642269380684
guimp caret,dhols,1.6409701169337376
dhols,raine,5.880900822867042
caret dhols,bingy,1.595928973581637
caret bingy,plods,1.5638804677349503
plods,carte,5.750108271979212
bingy plods,caret,1.5638804677349503
caret plods,bingy,1.5638804677349503
dhols bingy,caret,1.595928973581637
guimp dhols,caret,1.6409701169337376
holds caret,bingy,1.6366392377652663
holds bingy,caret,1.6366392377652663
sonly carte,humid,1.6660892161108705
humid,artel,8.455175400606324
carte humid,splog,1.6600259852750108
splog,trace,6.057600692940667
carte splog,unbid,1.6115201385881335
unbid,salet,8.15634473798181
carte unbid,splog,1.6115201385881335
splog unbid,caret,1.6115201385881335
splog caret,unbid,1.6115201385881335
caret unbid,slopy,1.6037245560848852
slopy,irate,5.932871372888696
caret slopy,unbid,1.6037245560848852
slopy unbid,caret,1.6037245560848852
humid splog,carte,1.6600259852750108
sonly humid,carte,1.6660892161108705
trace guimp,holds,1.6712862711130358
trace holds,bingy,1.6513642269380684
trace bingy,plods,1.6106539627544392
trace plods,mingy,1.5898657427457774
plods mingy,trace,1.5898657427457774
mingy trace,plods,1.5898657427457774
plods carte,mingy,1.599393676916414
carte mingy,plods,1.599393676916414
holds irate,punky,1.9077522737115635
holds punky,trace,1.7778258986574274
punky trace,solid,1.7449112169770464
punky solid,carte,1.692940666955392
punky carte,diols,1.6808142052836725
diols,carte,4.679514941533132
carte diols,nymph,1.5976613252490255
diols nymph,trace,1.595928973581637
diols trace,nymph,1.595928973581637
nymph trace,sloid,1.585534863577306
trace sloid,nymph,1.585534863577306
punky diols,carte,1.6808142052836725
trace solid,nymph,1.5864010394110004
irate punky,colds,1.8116067561715028
colds,irate,5.230402771762668
irate colds,nymph,1.6816803811173668
colds nymph,irate,1.6816803811173668
punky colds,armet,1.7466435686444348
colds armet,hying,1.6721524469467302
armet hying,scold,1.6522304027717627
armet scold,hying,1.6522304027717627
hying scold,petar,1.5803378085751407
hying petar,scold,1.5803378085751407
petar scold,mingy,1.5716760502381983
petar mingy,scold,1.5716760502381983
colds hying,trape,1.602858380251191
colds trape,mingy,1.5985275010827198
colds mingy,trape,1.5985275010827198
hying trape,colds,1.602858380251191
punky armet,scold,1.7241229969683847
punky scold,targe,1.692940666955392
punky targe,scold,1.692940666955392
scold targe,unhip,1.6089216110870506
scold unhip,targe,1.6089216110870506
targe unhip,scold,1.6089216110870506
dhols raine,tumpy,1.7016024252923343
dhols tumpy,crane,1.6401039411000433
dhols crane,tumpy,1.6401039411000433
crane tumpy,diols,1.6080554352533565
crane diols,thump,1.599393676916414
crane thump,solid,1.5768731052403637
crane solid,thump,1.5768731052403637
solid thump,rance,1.5508878302295366
solid rance,thump,1.5508878302295366
rance thump,solid,1.5508878302295366
diols thump,rance,1.5768731052403637
diols rance,thump,1.5768731052403637
tumpy diols,rance,1.6019922044174968
tumpy rance,sloid,1.581203984408835
rance sloid,thump,1.5647466435686443
sloid thump,rance,1.5647466435686443
tumpy sloid,rance,1.581203984408835
raine tumpy,scold,1.5864010394110004
tumpy scold,raine,1.5864010394110004
slopy irate,dunch,1.6920744911216976
irate dunch,splog,1.6123863144218276
dunch splog,armet,1.5838025119099177
dunch armet,splog,1.5838025119099177
armet splog,dunch,1.5838025119099177
irate splog,dunch,1.6123863144218276
slopy dunch,targe,1.566478995236033
dunch targe,spoil,1.544824599393677
spoil,crate,5.161108705067129
crate,noils,4.516673884798614
dunch spoil,targe,1.544824599393677
spoil targe,chynd,1.516240796881767
spoil chynd,targe,1.516240796881767
chynd targe,spoil,1.516240796881767
slopy targe,dunch,1.566478995236033
crate noils,dumpy,1.6470333477695973
crate dumpy,sling,1.6331745344304893
crate sling,dumpy,1.6331745344304893
spoil crate,bundh,1.581203984408835
crate bundh,spoil,1.581203984408835
bundh spoil,carte,1.5638804677349503
bundh carte,spoil,1.5638804677349503
carte spoil,bundh,1.5638804677349503
splog trace,bundh,1.6175833694239932
splog bundh,trace,1.6175833694239932
bundh trace,spoil,1.5656128194023387
trace spoil,bundh,1.5656128194023387
unbid salet,porch,1.5933304460805544
unbid porch,salet,1.5933304460805544
humid artel,confs,1.7968817669987007
confs,taler,6.3053269813772195
artel confs,dumpy,1.7934170636639237
artel dumpy,chins,1.6972715461238632
dumpy chins,taler,1.6886097877869208
chins taler,podgy,1.6158510177566046
taler podgy,chins,1.6158510177566046
confs dumpy,taler,1.736249458640104
confs taler,dumpy,1.736249458640104
humid confs,taler,1.761368557817237
humid taler,pongs,1.736249458640104
humid pongs,taler,1.736249458640104
comfy raise,blunt,1.696405370290169
blunt,raise,5.846253789519272
comfy blunt,sared,1.6522304027717627
blunt sared,chimp,1.5465569510610655
blunt chimp,sared,1.5465569510610655
chimp sared,blunt,1.5465569510610655
comfy sared,glint,1.5907319185794717
comfy glint,parse,1.5864010394110004
parse,doilt,4.7929839757470765
comfy parse,glint,1.5864010394110004
glint parse,comby,1.5318319618882634
glint comby,parse,1.5318319618882634
comby parse,glint,1.5318319618882634
raise blunt,chomp,1.6115201385881335
blunt chomp,sared,1.552620181896925
raise chomp,blunt,1.6115201385881335
parse doilt,bunch,1.4850584668687743
doilt bunch,parse,1.4850584668687743
bunch parse,doilt,1.4850584668687743
dumbs roate,linch,1.6617583369423994
dumbs linch,trape,1.6522304027717627
dumbs trape,colin,1.5768731052403637
dumbs colin,trape,1.5768731052403637
colin trape,dumbs,1.5768731052403637
linch trape,budos,1.59246427024686
budos,ratel,7.652230402771763
linch budos,trape,1.59246427024686
budos trape,linch,1.59246427024686
budos ratel,pinch,1.650498051104374
budos pinch,ratel,1.650498051104374
pinch ratel,budos,1.650498051104374
punky roate,milds,1.86617583369424
milds,roate,5.761368557817237
punky milds,caret,1.7778258986574274
milds caret,phony,1.6002598527501082
caret phony,gilds,1.5760069294066696
gilds,roate,5.86617583369424
caret gilds,phony,1.5760069294066696
gilds phony,caret,1.5760069294066696
milds phony,trace,1.584668687743612
milds trace,phony,1.584668687743612
phony trace,milds,1.584668687743612
punky caret,sloid,1.6712862711130358
punky sloid,caret,1.6712862711130358
roate milds,punch,1.6123863144218276
milds punch,roate,1.6123863144218276
punch roate,gilds,1.6097877869207449
punch gilds,roate,1.6097877869207449
gilds roate,punch,1.6097877869207449
dumbo salet,chirp,1.6877436119532265
chirp,salet,6.818969250757904
dumbo chirp,salet,1.6877436119532265
chirp salet,mound,1.5439584235599826
chirp mound,salet,1.5439584235599826
mound salet,chirp,1.5439584235599826
whomp raile,dunts,1.7475097444781291
whomp dunts,carle,1.714595062797748
whomp carle,tinds,1.5976613252490255
tinds,carle,5.031182330012992
carle tinds,whomp,1.5976613252490255
tinds whomp,carle,1.5976613252490255
gymps roate,child,1.6825465569510611
gymps child,roate,1.6825465569510611
pudgy roate,blins,1.7951494153313123
blins,roate,5.3161541792983975
pudgy blins,caret,1.6712862711130358
blins caret,podgy,1.5534863577306193
blins podgy,caret,1.5534863577306193
caret podgy,blins,1.5534863577306193
pudgy caret,swoln,1.6591598094413167
swoln,carte,5.771762667821568
caret swoln,midgy,1.6305760069294066
caret midgy,swoln,1.6305760069294066
midgy swoln,carte,1.6158510177566046
midgy carte,swoln,1.6158510177566046
carte swoln,midgy,1.6158510177566046
pudgy swoln,carte,1.653096578605457
roate blins,chump,1.6686877436119532
blins chump,derat,1.6175833694239932
blins derat,chomp,1.5413598960589
blins chomp,tared,1.5067128627111304
blins tared,chomp,1.5067128627111304
dumpy roate,sling,1.6990038977912516
bumph raile,stond,1.6331745344304893
bumph stond,carle,1.6045907319185795
bumph carle,stond,1.6045907319185795
chomp sared glint,bufty,1.0996102208748375
bufty,raise,9.385448245993937
chomp bufty,slier,2.0021654395842354
slier,cotan,4.698570809874404
cotan,slier,4.698570809874404
glint bufty,carse,2.057600692940667
sared bufty,linch,1.7535729753139888
bufty linch,sared,1.7535729753139888
linch sared,tumpy,1.6877436119532265
linch tumpy,sared,1.6877436119532265
sared tumpy,cling,1.6097877869207449
sared cling,thump,1.5647466435686443
cling thump,sared,1.5647466435686443
sared thump,cling,1.5647466435686443
tumpy cling,sared,1.6097877869207449
bufty slier,chang,1.8116067561715028
chang,soler,6.9514941533131225
soler,diact,4.521870939800779
diact,sorel,4.516673884798614
sorel,diact,4.516673884798614
bufty chang,slier,1.8116067561715028
chang slier,doubt,1.6002598527501082
doubt,raise,6.899523603291468
chang doubt,siler,1.588133391078389
siler,cotan,4.790385448245994
chang siler,doubt,1.588133391078389
doubt siler,champ,1.5768731052403637
champ,tiler,8.382416630576007
tiler,canso,5.073624945864011
canso,litre,4.878735383282806
litre,canso,4.878735383282806
doubt champ,siler,1.5768731052403637
champ siler,donut,1.5352966652230402
champ donut,siler,1.5352966652230402
donut siler,champ,1.5352966652230402
slier doubt,champ,1.5985275010827198
slier champ,donut,1.544824599393677
slier donut,champ,1.544824599393677
chomp slier,daynt,1.5387613685578172
daynt,slier,5.451277609354699
chomp daynt,slier,1.5387613685578172
daynt slier,chomp,1.5387613685578172
bufty carse,indol,1.7743611953226506
indol,reast,5.53529666522304
bufty indol,carse,1.7743611953226506
carse indol,thump,1.6106539627544392
indol thump,carse,1.6106539627544392
diact sorel,nymph,1.5621481160675617
diact nymph,sorel,1.5621481160675617
nymph sorel,diact,1.5621481160675617
soler diact,nymph,1.5647466435686443
soler nymph,diact,1.5647466435686443
cotan slier,bumph,1.631442182763101
cotan bumph,siler,1.6236466002598529
bumph siler,cotan,1.6236466002598529
cotan siler,bumph,1.6236466002598529
slier bumph,cotan,1.631442182763101
canso litre,dumpy,1.6565612819402338
canso dumpy,litre,1.6565612819402338
dumpy litre,canso,1.6565612819402338
tiler canso,dumpy,1.689475963620615
tiler dumpy,gnash,1.6842789086184495
gnash,tiler,6.27067994802945
dumpy gnash,tiler,1.6842789086184495
gnash tiler,pubco,1.6444348202685146
gnash pubco,tiler,1.6444348202685146
pubco tiler,shand,1.5820701602425293
shand,tiler,5.581203984408835
pubco shand,tiler,1.5820701602425293
shand tiler,comby,1.552620181896925
shand comby,tiler,1.552620181896925
comby tiler,shand,1.552620181896925
indol reast,chump,1.696405370290169
indol chump,strae,1.692940666955392
chump strae,blind,1.6115201385881335
chump blind,reast,1.5985275010827198
chump reast,blond,1.5907319185794717
chump blond,reast,1.5907319185794717
indol strae,chump,1.692940666955392
doubt raise,glyph,1.7241229969683847
doubt glyph,saner,1.6816803811173668
saner,doilt,4.715028150714595
doubt saner,pilch,1.5794716327414464
doubt pilch,snare,1.5318319618882634
snare,doilt,4.588566478995236
doubt snare,pilch,1.5318319618882634
pilch snare,doubt,1.5318319618882634
saner pilch,doubt,1.5794716327414464
glyph saner,dicot,1.5872672152446947
glyph dicot,snare,1.5864010394110004
dicot snare,plumb,1.5326981377219575
dicot plumb,snare,1.5326981377219575
plumb snare,dicot,1.5326981377219575
glyph snare,dicot,1.5864010394110004
saner dicot,plumb,1.577739281074058
saner plumb,dicot,1.577739281074058
raise glyph,donut,1.6331745344304893
glyph donut,carse,1.5682113469034213
donut carse,blimp,1.4677349501948895
carse blimp,donut,1.4677349501948895
blimp donut,carse,1.4677349501948895
glyph carse,tondi,1.5673451710697273
tondi,carle,5.265915980944132
carse tondi,glyph,1.5673451710697273
glyph tondi,carse,1.5673451710697273
raise donut,glyph,1.6331745344304893
snare doilt,chump,1.5638804677349503
doilt chump,snare,1.5638804677349503
chump snare,doilt,1.5638804677349503
saner doilt,chump,1.581203984408835
saner chump,doilt,1.581203984408835
tondi carle,sumph,1.588999566912083
carle sumph,tondi,1.588999566912083
sumph tondi,carle,1.588999566912083
chang soler,tumid,1.5725422260718926
tumid,carse,7.032048505846687
chang tumid,soler,1.5725422260718926
soler tumid,chang,1.5725422260718926
tumid carse,plong,1.5309657860545691
carse plong,tumid,1.5309657860545691
plong tumid,carse,1.5309657860545691
champ tiler,dongs,1.4937202252057167
champ dongs,tiler,1.4937202252057167
dongs tiler,champ,1.4937202252057167
bufty raise,clomp,1.8176699870073625
bufty clomp,saner,1.7925508878302296
bufty saner,child,1.718059766132525
bufty child,saner,1.718059766132525
child saner,tumpy,1.6600259852750108
child tumpy,saner,1.6600259852750108
saner tumpy,child,1.6600259852750108
clomp saner,dight,1.4694673018622781
dight,soare,6.859679514941533
clomp dight,saner,1.4694673018622781
dight saner,clomp,1.4694673018622781
raise clomp,bundt,1.5041143352100477
clomp bundt,raise,1.5041143352100477
bundt raise,clomp,1.5041143352100477
dight soare,clump,1.6236466002598529
dight clump,saner,1.6071892594196622
clump saner,dight,1.6071892594196622
soare clump,dight,1.6236466002598529
chomp glint bufty,sared,1.0996102208748375
chomp bufty sared,ligne,1.0944131658726721
ligne,roast,5.226071892594197
roast,cline,4.357297531398874
cline,roast,4.357297531398874
bufty ligne,carps,1.8194023386747509
carps,toile,5.045907319185795
toile,carns,4.385015158077089
carns,toile,4.385015158077089
chomp ligne,darts,1.5335643135556518
darts,clone,4.817236899090515
clone,sitar,4.455175400606323
sitar,clone,4.455175400606323
sared ligne,compt,1.59246427024686
chomp darts,ligne,1.5335643135556518
darts ligne,chomp,1.5335643135556518
ligne compt,shard,1.4893893460372456
shard,toile,5.414032048505847
compt shard,ligne,1.4893893460372456
ligne shard,compt,1.4893893460372456
sared compt,bling,1.4504114335210048
bling,roate,6.8007795582503245
compt bling,sared,1.4504114335210048
bling sared,compt,1.4504114335210048
bufty carps,lined,1.7449112169770464
lined,roast,4.692507579038545
bufty lined,crash,1.699870073624946
crash,toile,5.2823733217843225
bufty crash,lined,1.699870073624946
crash lined,tumpy,1.602858380251191
crash tumpy,lined,1.602858380251191
lined tumpy,crash,1.602858380251191
carps lined,ought,1.631442182763101
ought,raile,7.498917280207882
carps ought,lined,1.631442182763101
lined ought,craps,1.5933304460805544
craps,toile,5.032914681680381
lined craps,tough,1.5716760502381983
tough,raile,6.696838458207016
craps tough,lined,1.5716760502381983
lined tough,craps,1.5716760502381983
ought craps,lined,1.5933304460805544
ligne carps,doubt,1.5638804677349503
carps doubt,ligne,1.5638804677349503
doubt ligne,carps,1.5638804677349503
cline roast,dumpy,1.5612819402338676
cline dumpy,brast,1.5465569510610655
brast,cline,5.392377652663491
cline brast,podgy,1.5422260718925942
brast podgy,cline,1.5422260718925942
cline podgy,warst,1.5231702035513208
warst,cline,5.555218709398008
cline warst,podgy,1.5231702035513208
podgy warst,cline,1.5231702035513208
dumpy brast,cline,1.5465569510610655
roast dumpy,cline,1.5612819402338676
carns toile,dumpy,1.577739281074058
carns dumpy,toile,1.577739281074058
dumpy toile,carns,1.577739281074058
clone sitar,bumph,1.5950627977479428
clone bumph,sitar,1.5950627977479428
bumph sitar,clone,1.5950627977479428
lined roast,chump,1.537895192724123
lined chump,roast,1.537895192724123
chump roast,lined,1.537895192724123
darts clone,gimpy,1.559549588566479
clone gimpy,brast,1.5517540060632309
clone brast,gimpy,1.5517540060632309
brast gimpy,clone,1.5517540060632309
darts gimpy,clone,1.559549588566479
craps toile,bundh,1.5656128194023387
craps bundh,toile,1.5656128194023387
bundh toile,carps,1.5404937202252058
bundh carps,toile,1.5404937202252058
carps toile,bundh,1.5404937202252058
ligne roast,chump,1.631442182763101
ligne chump,roast,1.631442182763101
crash toile,bundy,1.6582936336076224
bundy,salet,8.761801645734083
crash bundy,gilet,1.6184495452576872
gilet,roans,5.271113035946297
roans,tiled,4.893460372455609
tiled,roans,4.893460372455609
bundy gilet,crash,1.6184495452576872
crash gilet,pound,1.5240363793850151
crash pound,gilet,1.5240363793850151
gilet pound,crash,1.5240363793850151
toile bundy,carps,1.5933304460805544
bundy carps,toile,1.5933304460805544
roans tiled,chump,1.5508878302295366
roans chump,tiled,1.5508878302295366
chump tiled,roans,1.5508878302295366
gilet roans,chump,1.585534863577306
gilet chump,roads,1.5820701602425293
roads,inlet,5.264183629276743
inlet,sarod,5.217410134257254
sarod,cline,5.129060199220442
chump roads,gilet,1.5820701602425293
gilet roads,punch,1.556084885231702
gilet punch,roads,1.556084885231702
punch roads,gilet,1.556084885231702
sarod cline,thump,1.5292334343871805
cline thump,sarod,1.5292334343871805
sarod thump,cline,1.5292334343871805
inlet sarod,chump,1.634906886097878
inlet chump,roads,1.6019922044174968
inlet roads,chump,1.6019922044174968
sarod chump,glent,1.6271113035946296
glent,sarod,5.9146816803811175
chump glent,sarod,1.6271113035946296
glent sarod,chimp,1.5231702035513208
glent chimp,sarod,1.5231702035513208
chimp sarod,glent,1.5231702035513208
shard toile,bungy,1.8245993936769165
bungy,soare,10.047206582936337
shard bungy,clote,1.7171935902988307
clote,sarin,4.369423993070593
sarin,clote,4.369423993070593
bungy clote,spard,1.6375054135989606
spard,toile,5.187093980077956
bungy spard,clote,1.6375054135989606
clote spard,mingy,1.5612819402338676
clote mingy,sprad,1.5500216543958423
sprad,toile,5.317886530965786
clote sprad,mingy,1.5500216543958423
mingy sprad,clote,1.5500216543958423
spard mingy,clote,1.5612819402338676
shard clote,mingy,1.6253789519272412
shard mingy,clote,1.6253789519272412
toile bungy,carps,1.667821567778259
bungy carps,toile,1.667821567778259
clote sarin,dumpy,1.5864010394110004
clote dumpy,sarin,1.5864010394110004
dumpy sarin,clote,1.5864010394110004
spard toile,bunch,1.5656128194023387
spard bunch,toile,1.5656128194023387
bunch toile,pards,1.5456907752273712
pards,toile,5.229536595928973
bunch pards,toile,1.5456907752273712
pards toile,bunch,1.5456907752273712
sprad toile,bunch,1.552620181896925
sprad bunch,toile,1.552620181896925
tough raile,kynds,1.8687743611953227
kynds,roate,8.140753572975314
raile kynds,compt,1.6565612819402338
kynds compt,raile,1.6565612819402338
tough kynds,paler,1.8427890861844956
paler,coits,5.401039411000433
kynds paler,chout,1.7674317886530966
chout,raile,6.163274144651364
kynds chout,paler,1.7674317886530966
chout paler,binds,1.6071892594196622
chout binds,parle,1.5422260718925942
binds parle,gotch,1.5041143352100477
gotch,raile,6.081853616284105
binds gotch,parle,1.5041143352100477
gotch parle,binds,1.5041143352100477
chout parle,binds,1.5422260718925942
paler binds,gotch,1.5760069294066696
paler gotch,binds,1.5760069294066696
tough paler,minds,1.7128627111303594
paler minds,botch,1.5864010394110004
botch,raile,6.396275443915115
minds botch,parle,1.519705500216544
botch parle,dings,1.4954525768731053
botch dings,parle,1.4954525768731053
dings parle,botch,1.4954525768731053
minds parle,botch,1.519705500216544
paler botch,dings,1.5734084019055867
paler dings,botch,1.5734084019055867
tough minds,carle,1.6175833694239932
minds carle,butoh,1.602858380251191
butoh,raile,7.129926375054136
carle butoh,minds,1.602858380251191
butoh minds,carle,1.602858380251191
tough carle,minds,1.6175833694239932
paler coits,bundh,1.638371589432655
paler bundh,moist,1.6305760069294066
paler moist,dunch,1.5690775227371156
paler dunch,moist,1.5690775227371156
gotch raile,bunds,1.6115201385881335
gotch bunds,raile,1.6115201385881335
bunds raile,compt,1.5249025552187094
bunds compt,raile,1.5249025552187094
chout raile,wynds,1.7483759203118232
wynds,roate,8.46903421394543
chout wynds,parle,1.7397141619748808
wynds parle,cubit,1.6219142485924642
cubit,arles,6.633607622347337
parle cubit,sownd,1.5119099177132957
cubit sownd,parle,1.5119099177132957
parle sownd,bitch,1.5110437418796017
bitch,soare,7.2104807275877
parle bitch,donsy,1.4919878735383283
donsy,taler,5.660025985275011
bitch donsy,parle,1.4919878735383283
donsy parle,bitch,1.4919878735383283
sownd bitch,parle,1.5110437418796017
wynds cubit,parle,1.6219142485924642
raile wynds,compt,1.5820701602425293
wynds compt,raile,1.5820701602425293
donsy taler,chimp,1.588133391078389
donsy chimp,taler,1.588133391078389
botch raile,dungs,1.6054569077522738
botch dungs,parle,1.5976613252490255
dungs parle,botch,1.5976613252490255
cubit arles,pownd,1.6912083152880035
arles pownd,gitch,1.6686877436119532
gitch,arles,6.872672152446946
arles gitch,pownd,1.6686877436119532
gitch pownd,reals,1.5786054569077523
gitch reals,pownd,1.5786054569077523
pownd reals,gitch,1.5786054569077523
cubit pownd,rales,1.6236466002598529
cubit rales,pownd,1.6236466002598529
pownd rales,gitch,1.62104807275877
rales gitch,pownd,1.62104807275877
bling roate,psych,1.6730186227804245
psych,ariel,8.485491554785622
bling psych,roate,1.6730186227804245
psych roate,blind,1.585534863577306
psych blind,roate,1.585534863577306
blind roate,psych,1.585534863577306
butoh raile,wynds,1.8826331745344305
butoh wynds,carle,1.8237332178432222
wynds carle,impot,1.667821567778259
wynds impot,carle,1.667821567778259
bitch soare,duply,1.7423126894759635
bitch duply,snare,1.6401039411000433
bitch snare,mould,1.6045907319185795
bitch mould,snare,1.6045907319185795
mould snare,pitch,1.577739281074058
pitch,arles,7.166305760069294
mould pitch,snare,1.577739281074058
pitch snare,godly,1.5725422260718926
pitch godly,sabre,1.5682113469034213
godly sabre,pitch,1.5682113469034213
pitch sabre,lound,1.5231702035513208
lound,reast,5.527501082719792
pitch lound,sabre,1.5231702035513208
lound sabre,pitch,1.5231702035513208
snare godly,pitch,1.5725422260718926
duply snare,gotch,1.62104807275877
